restaurant_id,name,neighborhood,cuisine,total_score,num_reviews,archetype,p_safe_pick,label_safe_pick
r_5e8427,Martha's Country Bakery,Forest Hills,Bakery,4.4,50,Universally Loved,0.824,
r_28f209,Mojo,Forest Hills,Brunch,4.7,50,Universally Loved,0.989,
r_745cff,Oh K-Dog Forest Hills,Forest Hills,Korean,4.7,50,Hidden Gem,0.929,
r_b2e21d,Woori Korean Restaurant,Fort Greene,Korean,4.7,50,Universally Loved,0.901,
r_816a30,Beets and Carrots,Fort Hamilton,American,4.7,50,Universally Loved,0.944,
r_150308,Brooklyn Roots Italian,Fort Hamilton,Italian,4.6,50,Universally Loved,0.972,
r_d74196,Cebu,Fort Hamilton,Restaurant,4.5,50,Hidden Gem,0.884,
r_7ef93f,The Common,Fort Hamilton,Brunch,4.8,50,Universally Loved,0.952,
r_a5fae7,Da Noi,Fort Wadsworth,Italian,4.5,50,Universally Loved,0.899,
r_532545,Boon Dee Moo Ka Ta Thai B.B.Q.,Fresh Meadows,Restaurant,4.7,50,Hidden Gem,0.976,
r_dd309e,Union Bistro Steakhouse and Sushi,Fresh Meadows,Steakhouse,4.8,50,Universally Loved,0.919,
r_10666c,Zum Stammtisch,Glendale,Restaurant,4.7,50,Universally Loved,0.879,
r_fd3be7,Mansoura Bakery,Gravesend,Bakery,4.6,50,Hidden Gem,0.926,
r_62dcca,Island Social,Great Kills,Burgers,4.9,50,Hidden Gem,0.973,
r_3c57c0,Marina Cafe Restaurant & Tiki Bar,Great Kills,Italian,4.3,50,Universally Loved,0.806,
r_a1beda,21 Greenpoint,Greenpoint,American,4.4,50,Universally Loved,0.886,
r_96a8bc,ACRE,Greenpoint,Japanese,4.7,50,Tourist Trap,0.851,
r_8f8864,Chez Ma Tante,Greenpoint,Restaurant,4.4,50,Universally Loved,0.816,
r_4c96d4,Chinta Thai,Greenpoint,Thai,4.8,50,Universally Loved,0.965,
r_3954d4,El Pingüino,Greenpoint,Seafood,4.7,50,Universally Loved,0.939,
r_fbd642,Five Leaves,Greenpoint,Brunch,4.3,50,Universally Loved,0.855,
r_198c79,Frijoleros,Greenpoint,Restaurant,4.8,50,Universally Loved,0.954,
r_51efed,Glasserie,Greenpoint,Mediterranean,4.5,50,Universally Loved,0.865,
r_7254d5,HOUSE Brooklyn,Greenpoint,Japanese,4.8,50,Universally Loved,0.937,
r_ec5614,Karczma,Greenpoint,Restaurant,4.6,50,Universally Loved,0.941,
r_4f92e8,Knori Hand Roll Bar,Greenpoint,Japanese,4.9,50,Universally Loved,0.885,
r_a44698,La Contenta Greenpoint,Greenpoint,Mexican,4.9,50,Tourist Trap,0.892,
r_0e2aec,Leroy’s,Greenpoint,American,4.5,50,Tourist Trap,0.727,
r_1bd24a,Lingo,Greenpoint,Japanese,4.6,50,Universally Loved,0.885,
r_d41bbc,MADRE,Greenpoint,Restaurant,4.7,50,Universally Loved,0.779,
r_eccd2b,Naked Dog,Greenpoint,Italian,4.6,50,Universally Loved,0.861,
r_d9bf6f,Nerina,Greenpoint,Greek,4.7,50,Universally Loved,0.936,
r_6643f4,Oh Dumplings,Greenpoint,Chinese,4.7,50,Tourist Trap,0.805,
r_c6e5fe,Oxomoco,Greenpoint,Mexican,4.5,50,Universally Loved,0.91,
r_a27aad,Radio Star,Greenpoint,Brunch,4.6,50,Universally Loved,0.843,
r_2944c5,Retro Polish Restaurant and Wine Bar,Greenpoint,Restaurant,4.7,50,Tourist Trap,0.856,
r_0d2dca,Sereneco,Greenpoint,Italian,4.6,50,Hidden Gem,0.956,
r_b52571,Wenwen,Greenpoint,Restaurant,4.5,50,Universally Loved,0.873,
r_b3d059,Dinosaur Bar-B-Que,Harlem,BBQ,4.4,50,Universally Loved,0.875,
r_fb4465,Taqueria Allende,Harlem,Mexican,4.7,50,Universally Loved,0.885,
r_163902,Neo Restaurant,Hollis Hills,Restaurant,4.9,44,Universally Loved,0.983,
r_e29dca,N Bakery,Homecrest,Bakery,4.7,50,Tourist Trap,0.694,
r_6ecaa9,Bruno,Howard Beach,Italian,4.7,50,Universally Loved,0.965,
r_eb2ca1,KPOT Korean BBQ & Hot Pot,Howard Beach,Korean,4.7,50,Hidden Gem,0.815,
r_4f2f0f,4 Milli Cafe & Caribbean Cuisine INC,Jamaica,Restaurant,4.7,50,Universally Loved,0.911,
r_c53e5b,876 Caribbean Eatery,Jamaica,Caribbean,4.3,50,Tourist Trap,0.705,
r_4590b2,Bad Mon Jerk Chicken and Waffles INC,Jamaica,Restaurant,4.9,50,Hidden Gem,0.996,
r_4c67f8,Caribbean Style Cuisine,Jamaica,Brunch,3.9,50,Universally Loved,0.831,
r_8a3bbd,Due Fratelli,Jamaica,Pizza,4.8,50,Hidden Gem,0.94,
r_ccbc95,Jamaica Delicatessen Food,Jamaica,Deli,4.2,50,Hidden Gem,0.881,
r_c2c6e7,Pizza Pub,Jamaica,Pizza,2.1,48,Under the Radar,0.129,
r_7ca2d9,The Local,Jamaica,Restaurant,1.5,50,Under the Radar,0.016,
r_821210,Trini Kitchen Seafood & Grill,Jamaica,Restaurant,4.8,50,Universally Loved,0.947,
r_fe84cf,Wok & Roll,Jamaica,Chinese,1.9,50,Under the Radar,0.058,
r_7513a7,Jaew Thai Cuisine,Kensington,Thai,4.8,50,Hidden Gem,0.973,
r_bf193f,Flame Kabab and Grill,Kew Gardens,Halal,4.7,50,Tourist Trap,0.783,
r_56a9cb,Casa Verde Restaurant,Lighthouse Hill,Italian,4.6,50,Tourist Trap,0.87,
r_e470bf,Dumpling Magic LIC,Long Island City,Restaurant,4.9,50,Universally Loved,1.0,
r_a31268,GoodFellas Pizzeria of L.I.C.,Long Island City,Pizza,4.7,50,Universally Loved,0.823,
r_66a16f,Kyodong Noodles,Long Island City,Korean,4.7,50,Tourist Trap,0.885,
r_292e58,Namudol,Long Island City,Restaurant,4.8,50,Hidden Gem,0.912,
r_8aa1c1,Ramen Spot Made in NY (LIC),Long Island City,Ramen,4.7,50,Universally Loved,0.914,
r_cf1241,Sarajevo Grill,Long Island City,Restaurant,4.7,50,Hidden Gem,0.986,
r_718b5d,Susuru Ramen,Long Island City,Ramen,4.8,50,Universally Loved,0.938,
r_885b01,The Local Bar & Cafe,Long Island City,Cafe,4.8,50,Universally Loved,0.95,
r_e10f29,"ZIGGLE Tofu & Grill | Healthy Korean Food in Sunnyside, Queens NYC",Long Island City,Korean,4.6,50,Universally Loved,0.845,
r_10d0c1,BETTY,Lower East Side,American,4.7,50,Hidden Gem,0.988,
r_765d93,Cafe Skye LES,Lower East Side,Cafe,4.8,50,Universally Loved,0.86,
r_3ce96b,Dudleys,Lower East Side,Restaurant,4.4,50,Universally Loved,0.957,
r_a27d59,Essex,Lower East Side,Mediterranean,4.8,50,Hidden Gem,0.931,
r_b38147,Fossetta,Lower East Side,Mediterranean,4.7,50,Universally Loved,0.889,
r_01b980,Freemans,Lower East Side,Brunch,4.4,50,Tourist Trap,0.737,
r_0b9e7b,Jiang Nan NYC,Lower East Side,Chinese,4.8,50,Hidden Gem,0.997,
r_1de5ee,Jin Mei Dumpling,Lower East Side,Chinese,4.7,50,Universally Loved,0.912,
r_41b5f7,Kalye,Lower East Side,Restaurant,4.8,50,Universally Loved,0.969,
r_2ca329,Kiki's,Lower East Side,Greek,4.4,50,Tourist Trap,0.679,
r_199f53,LES Enfants de Bohème,Lower East Side,French,4.4,50,Tourist Trap,0.763,
r_7e18b3,La Contenta,Lower East Side,Mexican,4.6,50,Tourist Trap,0.668,
r_f40a0e,Le Jardin Bistro NYC,Lower East Side,French,4.7,50,Universally Loved,0.901,
r_93463a,Osaka Fusion BBQ & Sushi 藏王居 です - Chinatown,Lower East Side,Japanese,4.9,40,Hidden Gem,0.977,
r_d821f3,Russ & Daughters Cafe,Lower East Side,Brunch,4.6,50,Universally Loved,0.93,
r_58ba36,Shu Jiao Fu Zhou,Lower East Side,Chinese,4.6,50,Universally Loved,0.819,
r_c3dc9f,Sixty Three Clinton,Lower East Side,American,4.7,50,Universally Loved,0.82,
r_62da62,Spicy Village,Lower East Side,Chinese,4.5,50,Universally Loved,0.897,
r_8ff8b3,Trapizzino,Lower East Side,Italian,4.5,50,Tourist Trap,0.712,
r_afaf2e,Zest Sushi,Lower East Side,Japanese,4.6,50,Universally Loved,0.919,
r_1fc8b7,FIELDTRIP,Manhattan,Vegan,4.3,50,Universally Loved,0.785,
r_63ff6b,LOS TACOS No.1,Manhattan,Mexican,4.7,50,Universally Loved,0.957,
r_7f2ef9,Lou Yau Kee,Manhattan,Chinese,4.4,50,Universally Loved,0.798,
r_75ac75,A Slice of Brooklyn Bus Tours,Mapleton,Restaurant,4.9,50,Universally Loved,1.0,
r_c86045,Arberia,Mapleton,Cafe,4.9,50,Universally Loved,0.996,
r_b02a1e,FalafaLafa,Marine Park,Middle Eastern,4.7,50,Universally Loved,0.85,
r_393119,Porto Salvo,Melrose,Pizza,4.6,50,Universally Loved,0.867,
r_b6fab2,Xochimilco Family Restaurant,Melrose,Mexican,4.4,50,Hidden Gem,0.884,
r_94a5de,American Grill,Mid Island,Burgers,4.8,50,Universally Loved,0.911,
r_c00da2,Angelina's Kitchen,Mid Island,Italian,4.3,50,Universally Loved,0.861,
r_d52584,BOTA Supper Club,Mid Island,American,4.9,50,Universally Loved,0.902,
r_21b506,Baci - Staten Island,Mid Island,Italian,4.2,50,Universally Loved,0.855,
r_4eb33a,Beso,Mid Island,Restaurant,4.5,50,Universally Loved,0.79,
r_d3bb6d,Charcoal Gardenia,Mid Island,Mediterranean,4.8,50,Universally Loved,0.842,
r_bcd174,Fava Restaurant,Mid Island,Restaurant,4.6,50,Universally Loved,0.848,
r_952e9b,Il Sapore cafe,Mid Island,Restaurant,4.7,50,Hidden Gem,0.973,
r_a5e53d,Jody's Club Forest,Mid Island,American,4.6,50,Universally Loved,0.927,
r_00a8c0,Masala Harbor,Mid Island,Indian,4.8,50,Universally Loved,0.94,
r_323167,Max's Es-ca,Mid Island,Italian,4.6,50,Universally Loved,0.86,
r_b0d1fd,Nonnas of the World Community,Mid Island,Italian,4.7,50,Tourist Trap,0.821,
r_419b88,Osteria Santina,Mid Island,Italian,4.6,50,Universally Loved,0.919,
r_a0ebc6,Raval Steakhouse,Mid Island,Steakhouse,4.8,50,Tourist Trap,0.89,
r_714667,Roberto's Gourmet Kitchen,Mid Island,Italian,4.7,50,Universally Loved,0.886,
r_98f628,SILK SPOON,Mid Island,Restaurant,5.0,50,Hidden Gem,1.0,
r_8b8d63,Sally's Southern & BBQ,Mid Island,Restaurant,4.4,50,Tourist Trap,0.754,
r_978e75,Sandwich and Pickle Modern Delicatessen,Mid Island,Restaurant,4.6,50,Universally Loved,0.834,
r_02d238,Talay,Mid Island,Thai,4.5,50,Tourist Trap,0.793,
r_c51306,The Basement,Mid Island,Restaurant,4.6,50,Universally Loved,0.903,
r_4d1a82,The LocaL,Mid Island,Restaurant,4.3,50,Universally Loved,0.776,
r_6421eb,The Manor,Mid Island,Italian,4.5,50,Universally Loved,0.935,
r_58e662,The Stone House at Clove Lakes,Mid Island,Steakhouse,4.4,50,Tourist Trap,0.694,
r_3038c1,Al Aqsa Restaurant Falafel House,Midland Beach,Mediterranean,4.9,50,Hidden Gem,0.98,
r_99c569,Lilya's Restaurant & Grill Cafe Gourmand,Midland Beach,Restaurant,4.6,50,Hidden Gem,0.826,
r_598e74,Violette's Restaurant - Staten Island,Midland Beach,Italian,4.2,50,Universally Loved,0.93,
r_67ed67,Artichoke Basille's Pizza,Midtown,Pizza,4.1,50,Universally Loved,0.888,
r_b5a5ce,Bourbon Steak by Michael Mina,Midtown,Steakhouse,4.6,50,Universally Loved,0.903,
r_c3fa8e,Broad Nosh Bagels Deli & Catering 58th Street,Midtown,Burgers,4.8,50,Universally Loved,0.872,
r_72e3a3,Brooklyn Chop House Steakhouse Times Square,Midtown,Chinese,4.1,50,Universally Loved,0.759,
r_be69e7,Brooklyn Diner USA,Midtown,Diner,4.3,50,Universally Loved,0.927,
r_4af030,Bryant Park Grill,Midtown,Restaurant,4.3,50,Tourist Trap,0.795,
r_851882,Buena Vista Restaurant & Bar,Midtown,Seafood,4.7,50,Universally Loved,0.96,
r_809daa,Burgermania,Midtown,Burgers,4.5,50,Universally Loved,0.853,
r_bbc90b,Calle Dao,Midtown,Chinese,4.4,50,Universally Loved,0.844,
r_80a471,Chi Restaurant & Bar,Midtown,Chinese,4.7,50,Universally Loved,0.804,
r_28709f,Da Marino NYC,Midtown,Italian,4.2,50,Universally Loved,0.787,
r_084ec6,Dim Sum Palace,Midtown,Chinese,4.3,50,Universally Loved,0.816,
r_3ced2e,Dim Sum Sam,Midtown,Chinese,4.5,50,Hidden Gem,0.963,
r_ada367,El Rey Tacos,Midtown,Mexican,4.7,50,Universally Loved,0.931,
r_3336cd,Falafel Plant,Midtown,Mediterranean,4.8,50,Tourist Trap,0.805,
r_69c77e,Five Guys,Midtown,Burgers,4.3,50,Tourist Trap,0.676,
r_ab8f4b,Four Four South Village 四四南村 - 46th Street,Midtown,Chinese,4.3,50,Tourist Trap,0.737,
r_a0ebc5,Fushimi Times Square,Midtown,Japanese,4.5,50,Universally Loved,0.841,
r_7e7bd6,Grab N Go Deli,Midtown,Deli,4.7,50,Tourist Trap,0.827,
r_e21305,Guantanamera,Midtown,Restaurant,4.5,50,Universally Loved,0.855,
r_fc98cb,HK Cantina,Midtown,Mexican,4.5,50,Universally Loved,0.83,
r_d3d6ad,Isla & Co. - Midtown,Midtown,Brunch,4.8,50,Hidden Gem,0.991,
r_ff7a49,Jasmine's Caribbean Cuisine,Midtown,Caribbean,4.4,50,Universally Loved,0.848,
r_163833,Kausa,Midtown,Peruvian,4.5,50,Hidden Gem,0.979,
r_97cb36,Kin ramen,Midtown,Ramen,4.8,50,Hidden Gem,0.941,
r_75fe0b,La Esquina,Midtown,Mexican,4.2,50,Universally Loved,0.905,
r_ed8346,La Pecora Bianca Bryant Park,Midtown,Italian,4.8,50,Hidden Gem,0.984,
r_59444c,Le Pain Quotidien,Midtown,Bakery,3.9,50,Tourist Trap,0.638,
r_baed5e,Mamasita Bar & Grill,Midtown,Mexican,4.7,50,Hidden Gem,0.996,
r_faaa39,Mermaid Oyster Bar Times Square,Midtown,Seafood,4.5,50,Tourist Trap,0.684,
r_851c61,Momofuku Noodle Bar Uptown,Midtown,Ramen,4.2,50,Tourist Trap,0.686,
r_ddf032,MáLà Project Bryant Park,Midtown,Chinese,4.3,50,Hidden Gem,0.824,
r_e9affa,Noona Noodles,Midtown,Korean,4.4,50,Tourist Trap,0.755,
r_dd34a7,SESAMO - Italian Restaurant Hell's Kitchen,Midtown,Italian,4.6,50,Tourist Trap,0.802,
r_0b9aca,Sarabeth's Central Park South,Midtown,Brunch,4.1,50,Universally Loved,0.804,
r_69817c,Sopo Korean Eats,Midtown,Korean,4.7,50,Hidden Gem,0.918,
r_40254d,Tacos La 36 NY,Midtown,Mexican,4.8,50,Universally Loved,0.966,
r_43bccb,Tacos del Barrio,Midtown,Restaurant,4.9,50,Hidden Gem,0.984,
r_e71a2b,The Chef's Table at Brooklyn Fare,Midtown,Japanese,4.2,50,Universally Loved,0.931,
r_601ee3,The Independent,Midtown,American,4.5,50,Universally Loved,0.928,
r_b54adc,UT47 Kitchen & Bar,Midtown,Korean,4.7,50,Universally Loved,0.926,
r_c5b4a7,57 Deli Gourmet,Midtown East,Deli,4.3,33,Local Favorite,0.857,
r_7a34d3,Amali NYC,Midtown East,Mediterranean,4.3,50,Universally Loved,0.747,
r_1cf68e,Au Za'atar - Midtown East,Midtown East,Mediterranean,4.5,50,Tourist Trap,0.767,
r_2c7bc1,Cafe Luce – Italian Restaurant & Wine Bar,Midtown East,Italian,4.7,50,Universally Loved,0.959,
r_acd3fb,Deux Amis,Midtown East,French,4.5,50,Universally Loved,0.857,
r_004586,Gyu-Kaku Japanese BBQ,Midtown East,Japanese,4.5,50,Hidden Gem,0.986,
r_1f6570,Jukai,Midtown East,Japanese,4.0,50,Hidden Gem,0.865,
r_bbc71b,Land of Plenty,Midtown East,Chinese,4.2,50,Universally Loved,0.767,
r_4fe182,MáLà Project 53rd St,Midtown East,Chinese,4.5,50,Hidden Gem,0.929,
r_2fb16e,Philippe Chow,Midtown East,Chinese,4.3,50,Universally Loved,0.922,
r_65d72d,Uptaco - Breakfast Tacos & More,Midtown East,Cafe,4.6,49,Universally Loved,0.919,
r_00ae9b,Bordeaux Steakhouse,Midwood,French,4.8,50,Hidden Gem,0.979,
r_1270ea,Falafel Tanami,Midwood,Middle Eastern,4.8,50,Universally Loved,0.967,
r_9a6eaf,Pita on J,Midwood,Restaurant,5.0,50,Universally Loved,0.992,
r_1a0fc5,Sabra Shack,Midwood,Restaurant,4.9,50,Hidden Gem,0.988,
r_e3f899,Jobito Bronx,Morris Heights,Restaurant,4.5,29,Local Favorite,0.899,
r_f0cd81,Dagg Thai Restaurant,Murray Hill,Thai,4.9,50,Universally Loved,0.946,
r_68b9e8,Fyahbun Creative,Murray Hill,Restaurant,4.8,50,Universally Loved,0.926,
r_e60649,JOJI BOX,Murray Hill,Japanese,4.0,50,Tourist Trap,0.679,
r_cef443,Joe's Home of Soup Dumplings,Murray Hill,Chinese,4.5,50,Universally Loved,0.88,
r_769966,KJUN,Murray Hill,Korean,4.9,50,Universally Loved,0.969,
r_8e4ef5,LOS TACOS No.1,Murray Hill,Mexican,4.7,50,Universally Loved,0.963,
r_9482cb,Thai Food Near Me,Murray Hill,Thai,4.8,50,Tourist Trap,0.782,
r_df24c0,Tosokchon NYC,Murray Hill,Korean,4.6,50,Hidden Gem,0.933,
r_74417d,Yezo Thai Isankaya,Murray Hill,Japanese,4.9,50,Universally Loved,0.973,
r_8f853d,Ziggle Tofu & Grill,Murray Hill,Korean,4.8,50,Tourist Trap,0.808,
r_2a067b,Seabass Taverna,New Dorp,Mediterranean,4.8,50,Universally Loved,0.941,
r_a5522b,Ariellas Restaurant,New Dorp Beach,Restaurant,4.8,50,Universally Loved,0.944,
r_778dae,Harvest Cafe,New Dorp Beach,Brunch,4.7,50,Universally Loved,0.962,
r_cea88e,The Local Press,Ozone Park,Burgers,4.6,50,Universally Loved,0.857,
r_17d98f,Konoha Yakitori Ramen and Sushi House,Park Slope,Japanese,4.9,50,Universally Loved,0.959,
r_55b158,Toyo Ramen Bar,Park Slope,Ramen,4.8,50,Universally Loved,0.958,
r_7a42c0,iNine Bistro,Port Morris,Deli,4.4,50,Hidden Gem,0.952,
r_de97b2,Lacey's Bridge Tavern,Port Richmond,Restaurant,4.6,50,Universally Loved,0.914,
r_01e17c,Latinos NYC,Port Richmond,Restaurant,4.7,32,Local Favorite,0.944,
r_9f380f,Jerusalem Falafel House,Prospect Lefferts Gardens,Middle Eastern,4.7,50,Universally Loved,0.91,
r_fde985,Bento Sushi,Queens,Japanese,2.9,50,Under the Radar,0.362,
r_879020,Camden Food,Queens,Bakery,1.5,50,Under the Radar,0.0,
r_7e2d8a,Jikji Cafe,Queens,Restaurant,2.0,50,Under the Radar,0.097,
r_d76aa8,Mi Casa,Queens,Mexican,1.4,50,Under the Radar,0.176,
r_5c97ce,Pizza Vino,Queens,Pizza,2.5,50,Under the Radar,0.075,
r_be2b3f,Soy & Sake Asian Eats,Queens,Restaurant,1.7,50,Under the Radar,0.118,
r_1799c1,USA Brooklyn Delicatessen,Queens,Restaurant,1.8,50,Under the Radar,0.014,
r_87d8c3,Cookerz Blend,Queens Village,Caribbean,4.7,50,Universally Loved,0.909,
r_573f2a,Iron Age Korean Steakhouse,Rego Park,Korean,4.6,50,Hidden Gem,0.884,
r_451d77,Canlon's,Richmond,American,4.6,50,Universally Loved,0.913,
r_db8552,Caribbean Cabana,Richmond Hill,Caribbean,4.2,50,Universally Loved,0.851,
r_344290,Mano's Pizzeria,Ridgewood,Pizza,4.8,50,Universally Loved,0.841,
r_9b22be,Pattanian Thai Restaurant,Ridgewood,Thai,4.6,50,Universally Loved,0.86,
r_82983a,Rudy's Pastry Shop,Ridgewood,Bakery,4.6,50,Universally Loved,0.916,
r_57c1bb,Superior Deli,Ridgewood,Deli,4.4,50,Hidden Gem,0.967,
r_681e83,301,Rockaway Beach,Chinese,3.9,50,Hidden Gem,0.641,
r_0b6c39,Appetito Deli,Rockaway Beach,Deli,3.9,28,Local Favorite,0.825,
r_9d4ee6,Domino's Pizza,Rockaway Beach,Pizza,4.3,50,Under the Radar,0.506,
r_69d6e1,Dragon Garden,Rockaway Beach,Chinese,3.7,50,Under the Radar,0.514,
r_4dbf0d,Elegante Restaurant & Pizzeria,Rockaway Beach,Pizza,4.4,50,Tourist Trap,0.741,
r_f0f00f,Kimo's,Rockaway Beach,Mediterranean,4.8,50,Universally Loved,0.937,
r_4b1633,La Cabaña Peruana,Rockaway Beach,Seafood,3.9,50,Under the Radar,0.424,
r_3d1c0b,Bungalow Bar,Rockaway Park,Seafood,4.4,50,Universally Loved,0.874,
r_7df38c,Rocco’s of Roc Beach – Italian Fine Dining & Coal-Oven Cuisine,Rockaway Park,Pizza,4.5,50,Universally Loved,0.939,
r_56e878,Tap That,Rockaway Park,Restaurant,4.7,50,Tourist Trap,0.835,
r_9e50dd,The Restaurant,Rockaway Park,Deli,4.3,50,Universally Loved,0.77,
r_f22134,Uma's,Rockaway Park,Restaurant,4.5,50,Universally Loved,0.876,
r_5a70d6,China 1 Kitchen,Roosevelt Island,Chinese,4.0,50,Universally Loved,0.732,
r_62a289,Fuji East Japanese Bistro,Roosevelt Island,Japanese,4.2,50,Universally Loved,0.948,
r_810de8,Piccolo Trattoria Ristorante Pizzeria,Roosevelt Island,Pizza,4.3,50,Tourist Trap,0.643,
r_562138,Bay Street Tavern,Rosebank,Restaurant,4.7,50,Universally Loved,0.938,
r_4ef153,Don Cheech,Rosebank,Italian,4.7,50,Universally Loved,0.922,
r_856050,Mello Bistro,Rosebank,Italian,5.0,50,Universally Loved,1.0,
r_f3c2fc,Bayhouse,Rosedale,Restaurant,4.3,50,Universally Loved,0.821,
r_073fde,Caribbean Soul,Rosedale,Seafood,4.1,50,Universally Loved,0.898,
r_dcdb1e,IHOP,Rosedale,Brunch,4.4,50,Universally Loved,0.904,
r_978be3,The Rooftop at The Rockaway Hotel,Seaside,Seafood,4.8,50,Hidden Gem,0.995,
r_aa2f39,Backyard Pizza Cafe,Sheepshead Bay,Pizza,4.7,50,Universally Loved,0.934,
r_3105da,L'Algeroise Plus,Sheepshead Bay,Bakery,4.6,50,Universally Loved,0.882,
r_4de4fe,Oshi's Cafe i.n.c,Sheepshead Bay,Restaurant,4.9,50,Universally Loved,0.982,
r_fa6d36,Pastry World Bakery,Sheepshead Bay,Bakery,4.3,34,Local Favorite,0.777,
r_7785fa,Sunny House,Sheepshead Bay,Restaurant,4.8,50,Universally Loved,0.929,
r_7553c2,"The Blaze Gourmet, Burger-Gyro-Vegan Kofteh",Sheepshead Bay,Mediterranean,4.7,50,Tourist Trap,0.832,
r_5fd3a0,Veres Restaurant,Sheepshead Bay,Restaurant,4.7,50,Hidden Gem,0.966,
r_ab5267,LOS TACOS No.1,SoHo,Mexican,4.8,50,Universally Loved,0.99,
r_9599dd,Local,SoHo,Restaurant,4.6,50,Universally Loved,0.95,
r_b6f8db,Caribbean Fest,South Ozone Park,Caribbean,4.2,50,Universally Loved,0.778,
r_12cde4,Unoriginal Noodles,South Slope,Restaurant,4.7,50,Universally Loved,0.89,
r_55e5c8,Caribbean America Cuisine,St. Albans,Restaurant,4.7,26,Local Favorite,0.935,
r_a40106,Istanbul Bay Authentic Mediterranean Restaurant,Stapleton Heights,Mediterranean,4.8,50,Universally Loved,0.822,
r_0501a2,Blue,Staten Island,American,4.5,50,Universally Loved,0.915,
r_b854ce,Corrado's Cucina,Staten Island,Italian,4.8,50,Hidden Gem,0.985,
r_f59687,Osteria by Primo,Staten Island,Pizza,4.8,50,Universally Loved,0.886,
r_6e7496,Cheeni,Stuyvesant Heights,Cafe,4.7,50,Tourist Trap,0.817,
r_1b1fdd,Chez Oskar,Stuyvesant Heights,French,4.4,50,Universally Loved,0.75,
r_d55afe,Peaches Lewis,Stuyvesant Heights,Brunch,4.3,50,Universally Loved,0.878,
r_c9e30b,The Alcove,Sunnyside,Restaurant,4.8,50,Universally Loved,0.969,
r_457cb1,Ayat Industry City,Sunset Park,Middle Eastern,4.3,50,Hidden Gem,0.817,
r_d6230c,D-Jing K- Kitchen,Sunset Park,Korean,4.9,50,Hidden Gem,0.985,
r_8c8e41,Din's Kitchen,Sunset Park,Chinese,4.7,50,Hidden Gem,0.895,
r_4a73cf,FRYING PAN BROOKYLN,Sunset Park,Restaurant,4.5,50,Universally Loved,0.869,
r_30d011,George's,Sunset Park,Deli,4.2,50,Tourist Trap,0.68,
r_89ffe8,Hometown - Industry City,Sunset Park,BBQ,4.0,50,Under the Radar,0.362,
r_bea2e3,Japan Village,Sunset Park,Japanese,4.6,50,Universally Loved,0.94,
r_52f3bd,Judy's,Sunset Park,Cafe,4.6,50,Tourist Trap,0.827,
r_b67ac2,L&R FUSION NOODLE HOUSE,Sunset Park,Chinese,4.6,41,Universally Loved,0.922,
r_759bce,Parlay,Sunset Park,Brunch,4.4,50,Universally Loved,0.724,
r_db60db,Rob's of Brooklyn – Sunset Park,Sunset Park,Pizza,4.4,50,Universally Loved,0.928,
r_1bcb71,Sahadi's,Sunset Park,Cafe,4.5,50,Universally Loved,0.847,
r_bf9211,Sunset Grill,Sunset Park,Mexican,5.0,21,Local Favorite,1.0,
r_7c44a3,Sunset Park Diner & Donuts,Sunset Park,Burgers,4.2,50,Tourist Trap,0.642,
r_650913,The King of Fish,Sunset Park,Mexican,4.8,50,Hidden Gem,0.928,
r_16b077,Twist,Sunset Park,Seafood,4.6,50,Universally Loved,0.888,
r_f136fa,Yafa Cafe,Sunset Park,Brunch,4.7,50,Universally Loved,0.914,
r_c4f0b5,Zona Sur Bar Bistro,Sunset Park,American,4.6,50,Universally Loved,0.873,
r_462eab,𝗦𝘂𝗻𝘀𝗲𝘁 𝗣𝗶𝘇𝘇𝗮 (Brooklyn),Sunset Park,Pizza,4.6,50,Tourist Trap,0.801,
r_1a2306,1915 Lanzhou Hand Pulled Noodles & Dumplings,Tribeca,Chinese,4.6,50,Universally Loved,0.806,
r_471c49,456 New Shanghai,Tribeca,Chinese,4.3,50,Universally Loved,0.783,
r_3ff263,Chang Lai,Tribeca,Chinese,4.9,50,Universally Loved,0.94,
r_7a662f,Grandma’s Dumpling House,Tribeca,Restaurant,4.8,50,Universally Loved,0.912,
r_807e3a,Great NY Noodletown,Tribeca,Chinese,4.1,50,Tourist Trap,0.587,
r_510bb6,Hop Kee Restaurant,Tribeca,Chinese,4.2,50,Tourist Trap,0.563,
r_1340f4,Joe's Shanghai,Tribeca,Restaurant,4.2,50,Tourist Trap,0.698,
r_1ebece,Mei Lai Wah,Tribeca,Chinese,4.4,50,Universally Loved,0.865,
r_2e42ad,Nom Wah Tea Parlor,Tribeca,Chinese,4.2,50,Tourist Trap,0.728,
r_2ce7e0,Noodle Village,Tribeca,Chinese,4.2,50,Universally Loved,0.867,
r_eb20a2,Quan Sushi Grill,Tribeca,Japanese,4.6,50,Universally Loved,0.904,
r_ec30df,Shanghai 21,Tribeca,Chinese,4.5,50,Universally Loved,0.949,
r_b759d6,Tin Wong,Tribeca,Chinese,4.5,50,Universally Loved,0.846,
r_9df97d,West New Malaysia,Tribeca,Restaurant,4.5,50,Universally Loved,0.792,
r_bd7bf0,Wo Hop,Tribeca,Chinese,4.4,50,Universally Loved,0.891,
r_d8b453,Wo Hop Next Door,Tribeca,Chinese,4.4,50,Universally Loved,0.793,
r_9d47f4,Xi'an Famous Foods 西安名吃 | Chinatown,Tribeca,Chinese,4.5,50,Hidden Gem,0.899,
